country,code,year,internet_use,odr,rd,schooling,gdppc,log_gdp_pc,log_internet_use,fertility
Norway,NOR,2006,82.55,22.258133,1.44972,12.37,85458.55,11.355786742051968,4.413404170366137,1.899
Norway,NOR,2007,86.93,22.126831,1.55794,12.41,87043.5,11.374163272678372,4.465103197090973,1.897
Norway,NOR,2008,90.57,22.106438,1.54556,12.48,86379.664,11.366507556717824,4.506123032386857,1.951
Norway,NOR,2009,92.08,22.283493,1.71678,12.5,83642.07,11.33430190216028,4.522657764413627,1.974
Norway,NOR,2010,93.39,22.605616,1.6412,12.55,83256.79,11.329684966078288,4.536784273121627,1.941
Norway,NOR,2011,93.49,23.031712,1.61714,12.61,83092.44,11.327709001975846,4.537854478703224,1.876
Norway,NOR,2012,94.65,23.493149,1.61053,12.643333,84237.15,11.341391314326714,4.550185877655332,1.847
Norway,NOR,2013,95.0534,23.908888,1.64216,12.676666,84070.46,11.339410535745158,4.554438838941712,1.779
Norway,NOR,2014,96.3005,24.321003,1.70369,12.71,84830.26,11.34840759775052,4.567473510898597,1.754
Norway,NOR,2015,96.8103,24.729593,1.9235,12.77,85550.3,11.356859786035407,4.572753393580603,1.728
Norway,NOR,2016,97.2982,25.149141,2.03287,12.82,85787.62,11.3596299860211,4.5777804895347165,1.705
Norway,NOR,2017,96.3576,25.617922,2.08167,12.95,87194.11,11.375892061744189,4.568066270836247,1.624
Norway,NOR,2018,96.4917,26.145607,2.03482,12.974999,87338.47,11.377546309139378,4.569456994283143,1.566
Norway,NOR,2019,98.0,26.662819,2.136,13.0,87725.73,11.381970521875898,4.584967478670572,1.533
Norway,NOR,2020,94.6076,27.21695,2.24436,13.058847,86096.055,11.363218870550778,4.5497378110972715,1.482
Panama,PAN,2002,8.51808,8.146033,0.3422,8.16,14507.144,9.58239649673214,2.1421909633329457,2.698
Panama,PAN,2003,9.98742,8.300371,0.32109,8.3,14957.554,9.612971735486653,2.301326301047797,2.679
Panama,PAN,2004,11.1409,8.468443,0.22646,8.44,15875.112,9.672507878854116,2.410623021181946,2.68
Panama,PAN,2005,11.484,8.647989,0.23183,8.58,16867.96,9.733171243509595,2.4409547622588175,2.643
Panama,PAN,2006,17.3496,8.841219,0.23537,8.72,18190.273,9.808642279645834,2.85356945137206,2.62
Panama,PAN,2007,22.29,9.046676,0.18172,8.86,20208.822,9.913874520722608,3.1041381473977774,2.612
Panama,PAN,2008,33.82,9.263869,0.19065,9.0,21867.818,9.992771337317004,3.5210523434704344,2.608
Panama,PAN,2009,39.08,9.495001,0.1321,9.139999,21822.988,9.99071918860028,3.6656108271745818,2.593
Panama,PAN,2010,40.1,9.736177,0.14453,9.28,22739.111,10.031841672433032,3.691376334312523,2.587
Panama,PAN,2011,42.7,9.985188,0.17304,9.42,24999.46,10.126609503617054,3.754198920234579,2.604
Panama,PAN,2012,40.3019,10.242608,0.07534,9.559999,26926.885,10.200880508859104,3.696398614243266,2.591
Panama,PAN,2013,44.03,10.50525,0.06206,9.7,28135.328,10.244781289876553,3.7848712197676626,2.569
Panama,PAN,2014,44.9238,10.787123,0.12295,9.84,28931.805,10.272696788004524,3.804967721127564,2.552
Panama,PAN,2015,51.2054,11.083412,0.10745,9.98,29933.156,10.306722041328465,3.935844995234024,2.53
Panama,PAN,2016,54.0,11.380747,0.1324,10.12,30765.236,10.334140630199938,3.9889840465642745,2.502
Panama,PAN,2017,59.9506,11.688469,0.1353,10.26,31979.812,10.372860107696496,4.093520889763724,2.462
Panama,PAN,2018,61.8055,12.017876,0.13359,10.4,32681.447,10.39456282583948,4.123992357267422,2.402
Panama,PAN,2019,63.6284,12.368829,0.13624,10.54,33163.727,10.409211997384594,4.153059911556871,2.288
Panama,PAN,2020,70.0097,12.686112,0.23235,10.685866,26881.799,10.1992047194809,4.248633803877797,2.184
Poland,POL,2002,21.15,18.31839,0.55675,11.45,19166.914,9.8609408423819,3.0516399054922867,1.252
Poland,POL,2003,24.87,18.491064,0.53806,11.57,19855.63,9.896242873104775,3.2136622578153133,1.225
Poland,POL,2004,32.53,18.662664,0.5525,11.69,20878.654,9.946482576317177,3.48216274048526,1.228
Poland,POL,2005,38.81,18.82846,0.56278,11.809999,21568.947,9.979009920389071,3.658677945380815,1.244
Poland,POL,2006,44.58,18.949755,0.55102,11.93,22921.197,10.03981739459588,3.797285327957723,1.269
Poland,POL,2007,48.6,18.999228,0.56193,12.05,24484.066,10.105777817605295,3.883623530906448,1.311
Poland,POL,2008,53.13,19.009167,0.59944,12.17,25553.906,10.148545460659726,3.972741740462852,1.386
Poland,POL,2009,58.97,18.994621,0.66106,12.34,26204.41,10.17368299619555,4.077028840012413,1.402
Poland,POL,2010,62.32,19.014074,0.72619,12.31,27112.133,10.20773661885172,4.132282401562493,1.407
Poland,POL,2011,61.95,19.2705,0.75221,12.55,28521.662,10.258419147725126,4.126327608075152,1.338
Poland,POL,2012,62.31,19.792955,0.88997,12.78,28952.916,10.273426203317282,4.132121926556131,1.329
Poland,POL,2013,62.8492,20.470629,0.88483,12.78,29168.625,10.280848924280756,4.140738206236073,1.292
Poland,POL,2014,66.5987,21.241848,0.95076,12.84,30334.879,10.320053451576618,4.1986850578363155,1.317
Poland,POL,2015,67.997,22.104797,1.00423,12.92,31700.37,10.364083631721543,4.219463586555836,1.323
Poland,POL,2016,73.3007,23.062853,0.96821,13.0,32675.305,10.39437487280234,4.294570158642369,1.389
Poland,POL,2017,75.9854,24.080751,1.03785,13.04,34354.598,10.4444911460432,4.3305412165685935,1.472
Poland,POL,2018,77.5417,25.120308,1.2061,13.08,36500.41,10.505078772384207,4.350815856170623,1.443
Poland,POL,2019,80.4359,26.177345,1.32335,13.12,38181.62,10.55010952697152,4.387460593938622,1.436
Poland,POL,2020,83.1849,27.18558,1.38608,13.16,37852.8,10.541460232351415,4.421065840971175,1.384
Portugal,PRT,2002,19.37,24.684626,0.72183,6.96,35578.52,10.479497363952198,2.963725477418905,1.46
Portugal,PRT,2003,29.67,25.035105,0.69802,7.15,35115.38,10.466394490120784,3.3901364343027307,1.437
Portugal,PRT,2004,31.78,25.445328,0.7293,7.39,35658.13,10.481732450333766,3.45883716110857,1.405
Portugal,PRT,2005,34.99,25.836119,0.75755,7.49,35870.31,10.487665212808473,3.5550623063795967,1.408
Portugal,PRT,2006,38.01,26.158201,0.95448,7.62,36387.535,10.50198154992219,3.6378492830011577,1.372
Portugal,PRT,2007,42.09,26.47226,1.12417,7.67,37226.47,10.524775346362846,3.7398101827824792,1.352
Portugal,PRT,2008,44.13,26.849037,1.44335,7.78,37291.504,10.52652080488836,3.787139823281456,1.383
Portugal,PRT,2009,48.27,27.331873,1.58001,7.93,36092.812,10.493849010921826,3.8768102496724017,1.349
Portugal,PRT,2010,53.3,27.915682,1.53529,8.06,36703.113,10.510616853333689,3.975936331171799,1.381
Portugal,PRT,2011,55.25,28.52845,1.45741,8.28,36127.297,10.494804008168394,4.0118683403978626,1.343
Portugal,PRT,2012,60.34,29.134789,1.37861,8.5,34804.633,10.457505789085172,4.099995233730915,1.277
Portugal,PRT,2013,62.0956,29.90013,1.32468,8.66,34651.773,10.453104172140138,4.12867513296705,1.213
Portugal,PRT,2014,64.5924,30.76334,1.28992,8.87,35097.41,10.465882617557613,4.168096756808774,1.23
Portugal,PRT,2015,68.6329,31.563845,1.2433,8.99,35803.36,10.485797022733314,4.2287720116011664,1.302
Portugal,PRT,2016,70.4236,32.375095,1.28075,9.11,36636.297,10.508794749270235,4.254528434260616,1.356
Portugal,PRT,2017,73.7912,33.228592,1.31928,9.22,37943.113,10.543843290729258,4.301239483304219,1.377
Portugal,PRT,2018,74.661,34.050953,1.34955,9.14,39123.613,10.57448147673484,4.312957867449779,1.411
Portugal,PRT,2019,75.3464,34.908253,1.39562,9.33,40188.285,10.601330814226214,4.322096146890668,1.421
Portugal,PRT,2020,78.2617,35.798355,1.61392,9.58,36852.23,10.514671411390289,4.36005833900992,1.405
Romania,ROU,2002,6.58,20.659792,0.37721,9.68,17061.7,9.744591464381225,1.884034745337226,1.27
Romania,ROU,2003,8.9,21.015661,0.39708,9.862,17587.535,9.774945691470416,2.186051276738094,1.298
Romania,ROU,2004,15.0,21.330164,0.38942,10.044001,19532.56,9.879838095669584,2.70805020110221,1.335
Romania,ROU,2005,21.5,21.587446,0.41262,10.226,20571.012,9.93163817929779,3.068052935133617,1.394
Romania,ROU,2006,24.66,21.83447,0.45682,10.408,22354.656,10.01478990049332,3.2051824977361982,1.421
Romania,ROU,2007,28.3,22.095177,0.51148,10.59,24328.494,10.099403534971492,3.342861804649192,1.449
Romania,ROU,2008,32.42,22.37711,0.55215,10.67,27039.713,10.205061916195246,3.4787755163075302,1.581
Romania,ROU,2009,36.6,22.763,0.44395,10.7,25761.738,10.156645646886462,3.6000482404073204,1.636
Romania,ROU,2010,39.93,23.152311,0.44666,10.73,24903.008,10.12274387836953,3.6871279210751298,1.574
Romania,ROU,2011,40.01,23.5529,0.47459,10.86,26150.855,10.17163716494327,3.689129422869144,1.475
Romania,ROU,2012,45.88,23.924541,0.4624,10.96,26767.566,10.194946209706046,3.82602929226117,1.51
Romania,ROU,2013,49.7645,24.257172,0.39024,11.02,26942.043,10.201443282278325,3.90730187842561,1.466
Romania,ROU,2014,54.0783,24.86005,0.38208,10.86,28156.248,10.24552456275856,3.990432996329379,1.56
Romania,ROU,2015,55.7632,25.631544,0.48796,10.98,29182.0,10.281307359823968,4.021114153614776,1.621
Romania,ROU,2016,59.504,26.338226,0.48864,11.08,30189.273,10.315241941589472,4.086043537182714,1.692
Romania,ROU,2017,63.7473,27.026306,0.50693,11.15,32852.773,10.39979143435314,4.154926830200448,1.77
Romania,ROU,2018,70.6813,27.72795,0.49729,11.215,34829.04,10.458206800534027,4.258181040038434,1.753
Romania,ROU,2019,73.6575,28.461214,0.47616,11.28,36399.625,10.50231375137396,4.299425970717902,1.711
Romania,ROU,2020,78.4553,29.302467,0.46538,11.39,35283.754,10.471177910355712,4.362529035851787,1.726
Russia,RUS,2002,4.12827,18.061016,1.24652,12.18,22319.678,10.013223989867887,1.4178584330170627,1.287
Russia,RUS,2003,8.29886,18.497458,1.28603,12.200001,24057.928,10.088219867782062,2.1161181559716695,1.334
Russia,RUS,2004,12.8594,18.969292,1.15133,12.22,25894.146,10.16177219897452,2.5540750614224343,1.345
Russia,RUS,2005,15.2267,19.335794,1.06797,12.240001,27656.658,10.227621773623897,2.7230504658191053,1.299
Russia,RUS,2006,18.0233,19.534288,1.07294,12.26,30022.672,10.309708108554984,2.8916653652696827,1.315
Russia,RUS,2007,24.66,19.409414,1.11611,12.280001,32630.37,10.392998728781428,3.2051824977361982,1.428
Russia,RUS,2008,32.0,18.849857,1.04435,12.3,34342.227,10.444130983833848,3.4657359027997265,1.517
Russia,RUS,2009,42.55,18.150467,1.25192,12.32,31654.004,10.362619928259557,3.750679855019383,1.559
Russia,RUS,2010,49.0,17.6028,1.1302,12.34,33063.586,10.406187834942116,3.8918202981106265,1.585
Russia,RUS,2011,58.0,17.48184,1.01545,12.346364,34444.645,10.447108821688804,4.060443010546419,1.601
Russia,RUS,2012,66.0,17.755112,1.02766,12.352727,35740.7,10.484045374419772,4.189654742026425,1.708
Russia,RUS,2013,67.97,18.131336,1.02732,12.359091,36260.066,10.49847230449472,4.219066431358547,1.725
Russia,RUS,2014,70.5176,18.707947,1.07241,12.365455,35853.246,10.487189385861967,4.255862324052068,1.766
Russia,RUS,2015,70.0992,19.435312,1.10085,12.371819,35037.152,10.464164263208236,4.249911381707236,1.79
Russia,RUS,2016,73.0914,20.117971,1.10238,12.378181,35005.45,10.463259042635054,4.291710712775951,1.773
Russia,RUS,2017,76.0081,20.842587,1.10967,12.384545,35570.39,10.479268829178148,4.330839913554567,1.627
Russia,RUS,2018,80.8647,21.57574,0.99002,12.390909,36536.695,10.506072377018048,4.392777387678012,1.581
Russia,RUS,2019,82.6422,22.374048,1.03531,12.397273,37319.32,10.527266434002138,4.414520445947841,1.504
Russia,RUS,2020,84.9947,23.131203,1.09099,12.403636,36376.336,10.501673732321654,4.442588901605115,1.505
Singapore,SGP,2002,47.0,8.575107,2.03282,9.793,67744.27,11.12349515951947,3.8501476017100584,1.172
Singapore,SGP,2003,53.8379,8.7552,1.99679,9.952001,71877.53,11.182718977480146,3.9859776801181264,1.081
Singapore,SGP,2004,62.0,9.030586,2.07859,10.111,78039.02,11.264964236995462,4.127134385045092,1.071
Singapore,SGP,2005,61.0,9.295442,2.14806,10.27,81841.16,11.312535574523103,4.110873864173311,1.072
Singapore,SGP,2006,59.0,9.412496,2.11656,10.11,86463.83,11.367481455181744,4.07753744390572,1.068
Singapore,SGP,2007,69.9,9.320894,2.31986,10.21,90417.805,11.412196484951195,4.247065649239764,1.069
Singapore,SGP,2008,69.0,9.209592,2.59674,10.49,87329.59,11.377444630561078,4.23410650459726,1.044
Singapore,SGP,2009,69.0,9.253901,2.1279,10.5,84843.516,11.348563850535593,4.23410650459726,1.002
Singapore,SGP,2010,71.0,9.329958,1.92918,10.94,95456.19,11.466422677758354,4.2626798770413155,0.934
Singapore,SGP,2011,71.0,9.484648,2.06955,11.0,99296.76,11.505868221102157,4.2626798770413155,0.964
Singapore,SGP,2012,72.0,9.856733,1.91833,11.02,101187.83,11.524733771687064,4.276666119016055,1.027
Singapore,SGP,2013,80.9021,10.356663,1.92104,11.15,104359.03,11.555592444458522,4.393239781700349,0.949
Singapore,SGP,2014,79.0292,10.903489,2.08228,11.22,107066.86,11.581208778113522,4.369817404427448,1.003
Singapore,SGP,2015,79.013,11.47418,2.17445,11.37,108953.73,11.598678575674754,4.369612395891036,0.977
Singapore,SGP,2016,84.4523,12.092677,2.07276,11.38,111579.74,11.622494771230109,4.436186877933268,0.943
Singapore,SGP,2017,84.4523,12.822361,1.89913,11.34,116471.82,11.665404634316154,4.436186877933268,0.936
Singapore,SGP,2018,88.1656,13.56525,1.80947,11.56,119927.766,11.694644890519545,4.479216864258382,0.948
Singapore,SGP,2019,88.9493,14.270598,1.88474,11.68,120114.13,11.69619765310433,4.488066544491222,0.942
Singapore,SGP,2020,92.0043,15.175927,2.15626,11.76,115893.04,11.660422975755898,4.521835315087236,0.942
Slovakia,SVK,2002,40.14,16.326517,0.56314,10.484,19757.068,9.891266579725572,3.692373343368192,1.185
Slovakia,SVK,2003,43.04,16.314468,0.56145,10.708,20730.25,9.939349265173798,3.762129915853529,1.204
Slovakia,SVK,2004,52.89,16.342758,0.50069,10.932,21851.955,9.992045670205416,3.968214285077889,1.246
Slovakia,SVK,2005,55.19,16.419855,0.49332,11.156,23266.758,10.054780925576082,4.01078177745141,1.262
Slovakia,SVK,2006,56.08,16.525919,0.47488,11.38,25342.31,10.140230609941284,4.0267792427263345,1.254
Slovakia,SVK,2007,61.8,16.650959,0.44746,11.604,28075.807,10.242663523628082,4.123903364463645,1.27
Slovakia,SVK,2008,66.05,16.79741,0.46137,11.828,29556.262,10.2940509123976,4.190412030968334,1.342
Slovakia,SVK,2009,70.0,17.016619,0.47272,12.052,27891.896,10.236091459666232,4.248495242049359,1.433
Slovakia,SVK,2010,75.71,17.262302,0.6055,12.276,29758.174,10.300859129537695,4.326910252115215,1.43
Slovakia,SVK,2011,74.44,17.543333,0.65255,12.5,30481.377,10.32487118594548,4.30999343177405,1.445
Slovakia,SVK,2012,76.71,17.999243,0.79461,12.38,30907.04,10.338739268651343,4.3400320779712045,1.394
Slovakia,SVK,2013,77.8826,18.608278,0.82005,12.44,31090.988,10.344673281254847,4.355202564641144,1.396
Slovakia,SVK,2014,79.9843,19.290087,0.877,12.44,31901.943,10.370422196008962,4.381830365414331,1.422
Slovakia,SVK,2015,77.6347,20.059158,1.15727,12.64,33521.594,10.41994510716466,4.352014492189175,1.403
Slovakia,SVK,2016,80.4759,20.962399,0.78857,12.71,34130.504,10.437946808858817,4.387957760719726,1.478
Slovakia,SVK,2017,81.6257,21.943811,0.88456,12.77,35057.223,10.46473694826459,4.402144163363805,1.521
Slovakia,SVK,2018,80.4489,22.925934,0.83555,12.87,36430.793,10.503169657539509,4.38762220025604,1.545
Slovakia,SVK,2019,82.8537,23.924084,0.8224,12.91,37209.535,10.524320324621897,4.417076401897717,1.566
Slovakia,SVK,2020,89.9209,24.87271,0.89773,13.006243,36216.4,10.49726733389686,4.498930394992089,1.591
Slovenia,SVN,2002,27.8389,20.612047,1.44325,11.165384,31830.555,10.3681819565049,3.3264343231913664,1.21
Slovenia,SVN,2003,31.8548,20.960596,1.24792,11.497692,32827.75,10.39902947327038,3.461188077099519,1.203
Slovenia,SVN,2004,40.81,21.341448,1.37026,11.83,34298.13,10.442846112717382,3.7089271494177143,1.248
Slovenia,SVN,2005,46.81,21.768183,1.41778,11.68,35558.38,10.478931131784698,3.846096855311979,1.263
Slovenia,SVN,2006,54.01,22.179157,1.53705,11.81,37539.46,10.533147925380671,3.9891692146048,1.317
Slovenia,SVN,2007,56.74,22.574232,1.42703,11.75,39995.207,10.596514900916484,4.038479429380705,1.386
Slovenia,SVN,2008,58.0,23.040436,1.62673,11.91,41278.61,10.628099727107893,4.060443010546419,1.529
Slovenia,SVN,2009,64.0,23.411577,1.81184,12.03,37802.09,10.54011967108448,4.1588830833596715,1.538
Slovenia,SVN,2010,70.0,23.539488,2.05133,12.06,38056.18,10.5468187679727,4.248495242049359,1.579
Slovenia,SVN,2011,67.34,23.81321,2.41297,12.21,38226.125,10.551274461364834,4.209754413732928,1.57
Slovenia,SVN,2012,68.35,24.393034,2.56061,12.28,37033.766,10.519585370059682,4.224641563169959,1.587
Slovenia,SVN,2013,72.6756,25.094927,2.56487,12.38,36678.875,10.509956255234837,4.286005702344812,1.553
Slovenia,SVN,2014,71.5863,25.881037,2.36548,12.43,37655.2,10.536226337900978,4.270903714876494,1.581
Slovenia,SVN,2015,73.0987,26.81019,2.19565,12.57,38527.42,10.55912547456847,4.291810582739869,1.576
Slovenia,SVN,2016,75.4985,27.790262,2.00764,12.67,39667.457,10.588286407596817,4.324112788507948,1.587
Slovenia,SVN,2017,78.8854,28.779339,1.8653,12.7,41692.836,10.638084594466678,4.36799616636906,1.622
Slovenia,SVN,2018,79.75,29.717888,1.94593,12.75,43361.094,10.677317866422548,4.378896741664954,1.606
Slovenia,SVN,2019,83.1084,30.5034,2.03922,12.8,44569.586,10.704806977138206,4.420145779785348,1.611
Slovenia,SVN,2020,86.6013,31.057722,2.14156,12.87538,42463.562,10.656401622459295,4.461314827003061,1.594
South Korea,KOR,2002,59.4,10.895057,2.20774,10.868,29395.277,10.288589294163277,4.084294226368599,1.227
South Korea,KOR,2003,65.5,11.438587,2.27722,10.992,30142.46,10.313690087960644,4.182050142641207,1.199
South Korea,KOR,2004,72.7,11.995768,2.44214,11.116,31579.527,10.360264309863393,4.286341384539473,1.164
South Korea,KOR,2005,73.5,12.538508,2.5229,11.24,32886.047,10.40080374345274,4.297285406218791,1.115
South Korea,KOR,2006,78.1,13.100356,2.71934,11.1475,34429.62,10.446672519385226,4.35799005684564,1.145
South Korea,KOR,2007,78.8,13.67895,2.87258,11.055,36257.34,10.498397122544574,4.366912996863833,1.215
South Korea,KOR,2008,81.0,14.180727,2.98887,10.9625,37064.152,10.520405528102536,4.394449154672439,1.19
South Korea,KOR,2009,81.6,14.642528,3.14669,10.87,37176.195,10.523423916070618,4.401829261970061,1.178
South Korea,KOR,2010,83.7,15.127906,3.31578,11.64,39574.05,10.585928879407392,4.4272389774954295,1.226
South Korea,KOR,2011,83.7591,15.570023,3.59199,11.736,40719.227,10.61445566774363,4.427944821518881,1.258
South Korea,KOR,2012,84.07,15.998629,3.8504,11.832,41537.67,10.634356005341806,4.431649785147205,1.274
South Korea,KOR,2013,84.77,16.506495,3.95124,11.928,42709.977,10.662187825319798,4.439941706620314,1.206
South Korea,KOR,2014,87.5568,17.082767,4.07786,12.024,43806.926,10.687547211717527,4.472287725618623,1.197
South Korea,KOR,2015,89.8963,17.66643,3.9782,12.12,44849.105,10.71105891188092,4.4986567837896745,1.202
South Korea,KOR,2016,92.843,18.222977,3.98704,12.218349,46088.242,10.738313142222944,4.530909894542067,1.14
South Korea,KOR,2017,95.0694,18.963062,4.29206,12.317497,47536.79,10.769259216547802,4.554607151211863,1.035
South Korea,KOR,2018,96.0229,19.83118,4.51633,12.417449,48834.445,10.79619118301716,4.564586704687963,0.951
South Korea,KOR,2019,96.1576,20.753437,4.62703,12.518212,49790.867,10.81558685261979,4.565988512072769,0.881
South Korea,KOR,2020,96.5051,21.937458,4.79571,12.619794,49374.094,10.807181152667985,4.569595856689374,0.812
Spain,ESP,2002,20.39,24.68184,0.95971,8.244616,41766.04,10.639838848113063,3.015044584586364,1.251
Spain,ESP,2003,39.93,24.481462,1.02373,8.442308,42223.13,10.650723454135228,3.6871279210751298,1.293
Spain,ESP,2004,44.01,24.120302,1.04089,8.64,42793.39,10.664138930390582,3.784416880823,1.313
Spain,ESP,2005,47.88,23.981306,1.09956,8.92,43570.766,10.682141699861235,3.868697880689772,1.329
Spain,ESP,2006,50.37,23.975435,1.17702,9.03,44572.68,10.704876394265234,3.9193957597575593,1.36
Spain,ESP,2007,55.11,23.806082,1.24053,9.12,45301.285,10.721090677514722,4.009331187895144,1.379
Spain,ESP,2008,59.6,23.856964,1.325,9.19,44926.348,10.712779716766432,4.087655574071304,1.436
Spain,ESP,2009,62.4,24.22623,1.36364,9.25,42852.223,10.665512801326717,4.133565275375382,1.381
Spain,ESP,2010,65.8,24.752085,1.35996,9.36,42695.527,10.66184943963126,4.186619838331271,1.366
Spain,ESP,2011,67.09,25.290552,1.33341,9.48,42271.836,10.651876327677888,4.206035001574797,1.34
Spain,ESP,2012,69.81,25.842503,1.29876,9.51,41034.047,10.62215741571712,4.24577726598231,1.318
Spain,ESP,2013,71.635,26.585194,1.27482,9.615001,40594.914,10.611398066806805,4.271583781345336,1.277
Spain,ESP,2014,76.1867,27.343317,1.24159,9.72,41339.41,10.629571561242283,4.333186906776189,1.315
Spain,ESP,2015,78.6896,27.867893,1.22179,9.91,43053.76,10.670204846343909,4.3655109992959495,1.33
Spain,ESP,2016,80.5613,28.269125,1.18986,10.01,44274.668,10.698167964034552,4.389018385320822,1.332
Spain,ESP,2017,84.6022,28.663626,1.20977,10.075001,45446.25,10.724285587950806,4.437960271002193,1.305
Spain,ESP,2018,86.1072,29.003326,1.24151,10.14,46325.21,10.743441584332707,4.455593031630799,1.26
Spain,ESP,2019,90.7187,29.256737,1.25025,10.375,46896.418,10.755696576251108,4.507763510070773,1.23
Spain,ESP,2020,93.2056,29.49176,1.4091,10.61,41553.45,10.634735829327562,4.534807805723374,1.186
Trinidad and Tobago,TTO,2002,21.9987,7.0984426,0.13178,9.283334,21876.854,9.993184461920087,3.090983360703288,1.672
Trinidad and Tobago,TTO,2003,25.9718,7.134434,0.11501,9.452778,24910.822,10.123057606507444,3.2570113340159437,1.648
Trinidad and Tobago,TTO,2004,27.0243,7.1997194,0.11441,9.622222,26757.908,10.194585334803572,3.296736461247165,1.627
Trinidad and Tobago,TTO,2005,28.9767,7.2991557,0.11431,9.791667,29536.44,10.293380034266374,3.3664920587730585,1.625
Trinidad and Tobago,TTO,2006,30.0037,7.4385056,0.07233,9.961111,33348.75,10.41477556938196,3.4013207073905583,1.624
Trinidad and Tobago,TTO,2007,32.3,7.6209707,0.05922,10.130556,34793.645,10.457190034143895,3.475067230228611,1.622
Trinidad and Tobago,TTO,2008,34.8,7.8516984,0.03072,10.3,35825.332,10.48641051992489,3.5496173867804286,1.617
Trinidad and Tobago,TTO,2009,44.3,8.133319,0.05665,10.3,34212.27,10.44033963063726,3.7909846770510898,1.618
Trinidad and Tobago,TTO,2010,48.5,8.46911,0.04771,10.47,35145.125,10.467241196297378,3.8815637979434374,1.614
Trinidad and Tobago,TTO,2011,55.2,8.864147,0.04024,10.64,34769.76,10.456503322475928,4.01096295328305,1.611
Trinidad and Tobago,TTO,2012,57.5,9.3210125,0.04126,10.653887,36903.69,10.516066825028952,4.051784947803305,1.609
Trinidad and Tobago,TTO,2013,59.9,9.840493,0.05382,10.667773,37994.07,10.545185373899464,4.092676505121403,1.603
Trinidad and Tobago,TTO,2014,62.4,10.421563,0.07599,10.68166,39248.656,10.577672480586068,4.133565275375382,1.602
Trinidad and Tobago,TTO,2015,65.1,11.060678,0.07996,10.695546,38963.965,10.570392523625378,4.175924549214524,1.598
Trinidad and Tobago,TTO,2016,67.8,11.744052,0.08626,10.709433,35914.99,10.48891003607367,4.216562194946349,1.601
Trinidad and Tobago,TTO,2017,70.6,12.449616,0.08519,10.723318,34095.99,10.43693506104882,4.257030144499196,1.594
Trinidad and Tobago,TTO,2018,72.8,13.048499,0.08139,10.737205,33710.02,10.425550401523688,4.28771595520264,1.588
Trinidad and Tobago,TTO,2019,75.0,13.8042755,0.0596,10.751091,33748.707,10.426697384455675,4.31748811353631,1.578
Trinidad and Tobago,TTO,2020,77.2813,14.748323,0.06512,10.764977,30720.887,10.332698060542688,4.347452011708945,1.572
Turkey,TUR,2002,11.38,9.481492,0.50904,5.6553526,14587.895,9.58794735420593,2.431857428698185,2.268
Turkey,TUR,2003,12.33,9.6898575,0.46532,5.7576766,15255.718,9.632709662578735,2.512035317176253,2.202
Turkey,TUR,2004,14.58,9.902761,0.49713,5.86,16583.883,9.716186599097965,2.6796507265805123,2.197
Turkey,TUR,2005,15.46,10.1195135,0.56381,5.97,17902.596,9.792701009246274,2.738256043159276,2.197
Turkey,TUR,2006,18.24,10.335599,0.55292,6.06,18972.01,9.850720014089893,2.9036169846461855,2.193
Turkey,TUR,2007,28.63,10.545346,0.68616,6.14,19909.084,9.898931388968244,3.354455119110024,2.183
Turkey,TUR,2008,34.37,10.6621275,0.68741,6.4,19839.584,9.8954344128771,3.5371840908617425,2.167
Turkey,TUR,2009,36.4,10.696919,0.80362,6.57,18612.193,9.83157218256476,3.594568774642695,2.145
Turkey,TUR,2010,39.82,10.750502,0.79369,7.09,19897.447,9.898346711025244,3.6843692986360503,2.08
Turkey,TUR,2011,43.0657,10.805995,0.79393,7.36,21760.43,9.987848461804044,3.762726856608047,2.047
Turkey,TUR,2012,45.13,10.86427,0.82595,7.49,22517.715,10.022057611741548,3.80954721383891,2.109
Turkey,TUR,2013,46.25,10.949726,0.81206,7.63,24117.312,10.090685201844844,3.834061463958434,2.107
Turkey,TUR,2014,51.0374,11.029984,0.8564,7.8,24888.852,10.122175271357,3.9325586973001543,2.186
Turkey,TUR,2015,53.745,11.113739,0.96732,7.96,25984.803,10.165267146116902,3.984250639425027,2.157
Turkey,TUR,2016,58.3477,11.291841,1.11979,8.1,26489.645,10.184509180892814,4.066419940646342,2.115
Turkey,TUR,2017,64.6846,11.555732,1.17632,8.27,28194.688,10.246888870388249,4.169523151536878,2.082
Turkey,TUR,2018,71.0428,11.888146,1.27093,8.45,28780.303,10.267446508530483,4.263282512321601,2.004
Turkey,TUR,2019,73.9767,12.433345,1.3196,8.63,28741.053,10.266081797792728,4.303750178758955,1.886
Turkey,TUR,2020,77.6696,13.125806,1.36748,8.806321,28976.719,10.274247993454216,4.352463932424732,1.768
Ukraine,UKR,2002,1.87389,20.276207,0.96269,11.03746,12092.789,9.40036460352258,0.6280164841211853,1.127
Ukraine,UKR,2003,3.14813,20.988487,1.07166,11.134922,13342.88,9.498738188222251,1.146808625763489,1.173
Ukraine,UKR,2004,3.48948,21.586117,1.04392,11.232383,15021.066,9.617208894837011,1.2497527279784897,1.215
Ukraine,UKR,2005,3.74976,21.911177,0.99518,11.3298435,15610.573,9.655703720074731,1.3216918379342322,1.221
Ukraine,UKR,2006,4.50612,22.089334,0.91403,11.366391,16901.508,9.735158127699568,1.5054364728139051,1.297
